,power_output,NYC_demand,Pdifference,PV2G,Charging,Discharging,Critical,Driving,Charging_noscale,Parked_neutral,Notavailbutparked,Total_needed,margin,noscale,Discharging_noscale,P_balance
2013-04-01 00:15:00,8693.96880125,4404.853,4289.115801249999,-4250,85000,0,0,0,17.0,13453.0,2742.0,106725.39149888144,10711.0,17.0,,39.115801249999095
2013-04-01 00:30:00,8710.813034499999,4354.8325,4355.980534499999,-4250,85000,0,0,0,17.0,13453.0,2742.0,106725.39149888144,10711.0,17.0,,105.98053449999861
2013-04-01 00:45:00,8727.65726775,4316.5913,4411.065967750001,-4250,85000,0,0,0,17.0,13453.0,2742.0,106725.39149888144,10711.0,17.0,,161.0659677500007
2013-04-01 01:00:00,8744.501501,4269.4546,4475.046901000001,-4250,85000,0,0,35,17.0,13418.0,2734.0,106994.67339500983,10684.0,17.0,,225.04690100000062
2013-04-01 01:15:00,8732.34856225,4232.4175,4499.93106225,-4250,85000,0,0,47,17.0,13406.0,2734.0,107114.79090653942,10672.0,17.0,,249.93106224999974
2013-04-01 01:30:00,8720.1956235,4184.8037,4535.391923499999,-4500,90000,0,0,58,18.0,13394.0,2731.0,113500.6085572512,10663.0,18.0,,35.39192349999939
2013-04-01 01:45:00,8708.04268475,4157.8374,4550.20528475,-4500,90000,0,0,45,18.0,13407.0,2735.0,113405.05144995324,10672.0,18.0,,50.20528474999992
2013-04-01 02:00:00,8695.889745999999,4124.997,4570.892745999999,-4500,90000,0,0,30,18.0,13422.0,2736.0,113256.7264573991,10686.0,18.0,,70.89274599999862
2013-04-01 02:15:00,8681.443458,4076.6914,4604.752058,-4500,90000,0,0,25,18.0,13427.0,2738.0,113224.99299523677,10689.0,18.0,,104.75205800000003
2013-04-01 02:30:00,8666.99717,4082.0898,4584.907370000001,-4500,90000,0,0,56,18.0,13396.0,2738.0,113553.76545522669,10658.0,18.0,,84.90737000000081
2013-04-01 02:45:00,8652.550882,4077.7026,4574.848281999999,-4500,90000,0,0,16,18.0,13436.0,2740.0,113151.01736046294,10696.0,18.0,,74.84828199999902
2013-04-01 03:00:00,8638.104594,4022.9229,4615.181694000001,-4500,90000,0,0,12,18.0,13440.0,2738.0,113087.68656716419,10702.0,18.0,,115.18169400000079
2013-04-01 03:15:00,8629.372167750002,4027.2314,4602.140767750001,-4500,90000,0,0,21,18.0,13431.0,2739.0,113193.27731092437,10692.0,18.0,,102.14076775000103
2013-04-01 03:30:00,8620.639741500001,4013.0122,4607.627541500001,-4500,90000,0,0,17,18.0,13435.0,2739.0,113151.01736046295,10696.0,18.0,,107.62754150000092
2013-04-01 03:45:00,8611.90731525,4006.9233,4604.98401525,-4500,90000,0,0,21,18.0,13431.0,2741.0,113214.4191258872,10690.0,18.0,,104.98401525000008
2013-04-01 04:00:00,8603.174889,3999.7568,4603.418089,-4500,90000,0,0,67,18.0,13385.0,2730.0,113585.68350042164,10655.0,18.0,,103.41808899999978
2013-04-01 04:15:00,8586.64426125,4033.005,4553.639261249999,-4500,90000,0,0,39,18.0,13413.0,2735.0,113341.43605086014,10678.0,18.0,,53.639261249999436
2013-04-01 04:30:00,8570.113633500001,4036.2988,4533.8148335000005,-4500,90000,0,0,82,18.0,13370.0,2726.0,113702.87000562745,10644.0,18.0,,33.81483350000053
2013-04-01 04:45:00,8553.58300575,4044.6492,4508.933805750001,-4500,90000,0,0,126,18.0,13326.0,2716.0,114066.61648475725,10610.0,18.0,,8.933805750000829
2013-04-01 05:00:00,8537.052378,4061.3152,4475.737178,-4250,85000,0,0,127,17.0,13326.0,2714.0,107719.44679650014,10612.0,17.0,,225.7371780000003
2013-04-01 05:15:00,8521.25135825,4149.5146,4371.736758249999,-4250,85000,0,0,221,17.0,13232.0,2691.0,108443.83405948097,10541.0,17.0,,121.73675824999918
2013-04-01 05:30:00,8505.4503385,4216.0737,4289.376638500001,-4250,85000,0,0,317,17.0,13136.0,2675.0,109271.80759686962,10461.0,17.0,,39.37663850000081
2013-04-01 05:45:00,8489.649318750002,4252.7656,4236.883718750002,-4000,80000,0,0,323,16.0,13131.0,2672.0,102873.50835322196,10459.0,16.0,,236.88371875000212
2013-04-01 06:00:00,8473.848299000001,4337.881,4135.967299000001,-4000,80000,0,0,505,16.0,12949.0,2644.0,104408.48754965606,10305.0,16.0,,135.96729900000082
2013-04-01 06:15:00,8440.4074885,4514.226,3926.1814885000017,-3750,75000,0,0,487,15.0,12968.0,2642.0,97693.64664926023,10326.0,15.0,,176.1814885000017
2013-04-01 06:30:00,8406.966677999999,4629.422,3777.5446779999993,-3750,75000,0,0,811,15.0,12644.0,2576.0,100193.39482296936,10068.0,15.0,,27.544677999999294
2013-04-01 06:45:00,8373.5258675,4739.667,3633.8588675,-3500,70000,0,0,862,14.0,12594.0,2560.0,93839.57006369426,10034.0,14.0,,133.8588675000001
2013-04-01 07:00:00,8340.085057,4799.044,3541.0410570000004,-3500,70000,0,0,1353,14.0,12103.0,2489.0,97933.11175737432,9614.0,14.0,,41.041057000000364
2013-04-01 07:15:00,8331.88942875,4929.798,3402.091428750001,-3250,65000,0,0,1469,13.0,11988.0,2448.0,91651.83711922956,9540.0,13.0,,152.0914287500009
2013-04-01 07:30:00,8323.6938005,5063.5605,3260.1333004999997,-3250,65000,0,0,1720,13.0,11737.0,2406.0,93701.84075342465,9331.0,13.0,,10.133300499999677
2013-04-01 07:45:00,8315.49817225,5139.2305,3176.26767225,-3000,60000,0,0,1764,12.0,11694.0,2393.0,86781.91774938258,9301.0,12.0,,176.26767225000003
2013-04-01 08:00:00,8307.302544,5197.74,3109.5625440000003,-3000,50000,0,10000,1911,10.0,11547.0,2370.0,87952.98726738492,9177.0,12.0,,109.56254400000034
2013-04-01 08:15:00,8272.4398385,5251.7344,3020.7054385,-3000,60000,0,0,1655,12.0,11803.0,2417.0,85997.02064268992,9386.0,12.0,,20.705438500000128
2013-04-01 08:30:00,8237.577132999999,5315.995,2921.582132999999,-2750,50000,0,5000,1543,10.0,11916.0,2416.0,77894.01745347492,9500.0,11.0,,171.58213299999898
2013-04-01 08:45:00,8202.714427500001,5431.5234,2771.191027500001,-2750,50000,0,10000,1353,10.0,12105.0,2493.0,83977.5561097257,9612.0,12.0,,21.191027500000928
2013-04-01 09:00:00,8167.851722,5441.535,2726.3167220000005,-2500,45000,0,10000,1214,9.0,12245.0,2475.0,75743.78897863204,9770.0,11.0,,226.31672200000048
2013-04-01 09:15:00,8110.746377,5490.8286,2619.917777000001,-2500,40000,0,10000,1076,8.0,12384.0,2546.0,68389.52071486597,9838.0,10.0,,119.91777700000102
2013-04-01 09:30:00,8053.641032,5482.4443,2571.196731999999,-2500,30000,0,20000,1075,6.0,12385.0,2488.0,67982.23478348642,9897.0,10.0,,71.19673199999897
2013-04-01 09:45:00,7996.535687,5544.2197,2452.315987,-2250,35000,0,10000,983,7.0,12478.0,2542.0,60950.226244343896,9936.0,9.0,,202.31598699999995
2013-04-01 10:00:00,7939.430342000001,5521.2373,2418.193042000001,-2250,35000,0,10000,1152,7.0,12309.0,2501.0,61744.93226036468,9808.0,9.0,,168.1930420000008
2013-04-01 10:15:00,7847.517529,5511.9346,2335.582929,-2250,20000,0,25000,872,4.0,12589.0,2589.0,60560.4955540014,10000.0,9.0,,85.58292900000015
2013-04-01 10:30:00,7755.604716,5525.5425,2230.0622160000003,-2000,15000,0,25000,945,3.0,12517.0,2562.0,54080.09635651912,9955.0,8.0,,230.06221600000026
2013-04-01 10:45:00,7663.691903,5553.496,2110.195903,-2000,10000,0,30000,802,2.0,12660.0,2599.0,53510.7756480286,10061.0,8.0,,110.19590299999982
2013-04-01 11:00:00,7571.77909,5546.9775,2024.80159,-2000,5000,0,40000,1063,1.0,12398.0,2516.0,61282.984531392176,9882.0,9.0,,24.801590000000033
2013-04-01 11:15:00,7507.19114525,5561.667,1945.5241452499995,-1750,10000,0,25000,886,2.0,12577.0,2566.0,47060.291475344384,10011.0,7.0,,195.5241452499995
2013-04-01 11:30:00,7442.603200500001,5492.751,1949.8522005000004,-1750,0,0,35000,972,0.0,12491.0,2552.0,47400.96521214559,9939.0,7.0,,199.85220050000044
2013-04-01 11:45:00,7378.01525575,5478.83,1899.1852557499997,-1800,0,10000,40000,947,,12513.0,94.0,54187.78662804731,12419.0,10.0,2.0,99.18525574999967
2013-04-01 12:00:00,7313.427311,5506.469,1806.9583109999992,-1800,0,35000,50000,1131,,12322.0,103.0,93572.24583197123,12219.0,17.0,7.0,6.958310999999185
2013-04-01 12:15:00,7302.96221025,5540.446,1762.51621025,-1750,10000,0,25000,976,2.0,12487.0,2537.0,47348.598975595065,9950.0,7.0,,12.516210250000086
2013-04-01 12:30:00,7292.4971095,5507.081,1785.4161095,-1700,0,65000,60000,999,,12446.0,119.0,136313.957253886,12327.0,25.0,13.0,85.41610949999995
2013-04-01 12:45:00,7282.03200875,5486.2637,1795.76830875,-1750,10000,0,25000,804,2.0,12659.0,2560.0,46650.504650702554,10099.0,7.0,,45.76830874999996
2013-04-01 13:00:00,7271.566908,5458.5547,1813.012208,-1750,0,25000,45000,972,,12484.0,139.0,76292.58030584999,12345.0,14.0,5.0,63.0122080000001
2013-04-01 13:15:00,7250.3154065,5444.627,1805.6884064999997,-1750,0,75000,65000,970,,12472.0,140.0,152572.81553398058,12332.0,28.0,15.0,55.6884064999997
2013-04-01 13:30:00,7229.063904999999,5476.3613,1752.7026049999995,-1750,0,50000,60000,1013,,12435.0,151.0,120404.6806435885,12284.0,22.0,10.0,2.702604999999494
2013-04-01 13:45:00,7207.8124035,5482.6367,1725.1757035,-1650,0,105000,75000,1089,,12345.0,161.0,198412.43862520458,12184.0,36.0,21.0,75.17570350000005
2013-04-01 14:00:00,7186.560902,5413.4556,1773.105302,-1750,0,175000,110000,1273,,12140.0,158.0,318876.1525043608,11982.0,57.0,35.0,23.105301999999938
2013-04-01 14:15:00,7126.723276,5401.531,1725.1922759999998,-1700,0,90000,70000,1241,,12197.0,163.0,178617.60318249627,12034.0,32.0,18.0,25.192275999999765
2013-04-01 14:30:00,7066.88565,5414.963,1651.9226500000004,-1600,0,220000,120000,1501,,11901.0,160.0,387822.8469811161,11741.0,68.0,44.0,51.92265000000043
2013-04-01 14:45:00,7007.048024000001,5461.857,1545.1910240000009,-1450,0,165000,100000,1535,,11882.0,150.0,302889.2660161222,11732.0,53.0,33.0,95.19102400000088
2013-04-01 15:00:00,6947.210398,5464.6255,1482.584898,-1450,0,290000,150000,2122,,11260.0,144.0,528989.6465548018,11116.0,88.0,58.0,32.58489800000007
2013-04-01 15:15:00,6830.4426272499995,5486.658,1343.7846272499992,-1250,0,275000,135000,1790,,11598.0,136.0,478404.3659043659,11462.0,82.0,55.0,93.78462724999918
2013-04-01 15:30:00,6713.6748565,5500.729,1212.9458564999995,-1200,0,165000,90000,1814,,11605.0,148.0,298474.9739311783,11457.0,51.0,33.0,12.945856499999536
2013-04-01 15:45:00,6596.907085750001,5561.338,1035.5690857500012,-1000,0,225000,110000,1422,,11981.0,146.0,379133.75903209543,11835.0,67.0,45.0,35.56908575000125
2013-04-01 16:00:00,6480.139315,5559.7983,920.341015,-900,0,255000,130000,1714,,11679.0,147.0,446718.06357136706,11532.0,77.0,51.0,20.34101499999997
2013-04-01 16:15:00,6260.630465,5552.841,707.7894649999998,-700,0,290000,130000,1684,,11702.0,137.0,485655.4210661859,11565.0,84.0,58.0,7.789464999999836
2013-04-01 16:30:00,6041.121615,5544.247,496.8746149999997,-400,0,155000,70000,1573,,11852.0,145.0,257892.27365554796,11707.0,45.0,31.0,96.87461499999972
2013-04-01 16:45:00,5821.612765000001,5539.325,282.28776500000095,-250,0,200000,85000,1555,,11858.0,146.0,326191.6900331379,11712.0,57.0,40.0,32.287765000000945
2013-04-01 17:00:00,5602.103915,5589.715,12.388914999999542,50,0,240000,95000,1846,,11557.0,142.0,393002.09022818325,11415.0,67.0,48.0,62.38891499999954
2013-04-01 17:15:00,5371.16646475,5603.749,-232.58253524999964,250,0,300000,120000,1815,,11571.0,128.0,490795.5235533964,11443.0,84.0,60.0,17.417464750000363
2013-04-01 17:30:00,5140.2290145,5607.7295,-467.50048550000065,550,0,265000,95000,1763,,11635.0,128.0,418792.64185162797,11507.0,72.0,53.0,82.49951449999935
2013-04-01 17:45:00,4909.29156425,5568.6826,-659.3910357499999,750,0,200000,65000,1645,,11772.0,135.0,305350.7271171942,11637.0,53.0,40.0,90.6089642500001
2013-04-01 18:00:00,4678.354114,5543.835,-865.4808860000003,950,0,310000,105000,1714,,11673.0,128.0,480740.45407636743,11545.0,83.0,62.0,84.51911399999972
2013-04-01 18:15:00,4412.9088385000005,5441.5205,-1028.6116614999992,1100,0,280000,95000,1589,,11806.0,119.0,429455.0246556708,11687.0,75.0,56.0,71.38833850000083
2013-04-01 18:30:00,4147.463563,5460.16,-1312.6964369999996,1350,0,180000,45000,1447,,11978.0,118.0,254577.90844183115,11860.0,45.0,36.0,37.303563000000395
2013-04-01 18:45:00,3882.0182875,5490.0703,-1608.0520125000005,1650,0,270000,75000,1205,,12196.0,110.0,382324.14644179353,12086.0,69.0,54.0,41.9479874999995
2013-04-01 19:00:00,3616.573012,5481.0654,-1864.492388,1950,0,285000,75000,1094,,12304.0,101.0,395046.8431771894,12203.0,72.0,57.0,85.50761200000011
2013-04-01 19:15:00,3271.3509142499997,5449.064,-2177.7130857500006,2250,0,225000,45000,999,,12417.0,96.0,293890.9090909091,12321.0,54.0,45.0,72.28691424999943
2013-04-01 19:30:00,2926.1288164999996,5460.8623,-2534.7334835,2600,0,230000,40000,820,,12596.0,94.0,289654.3485186365,12502.0,54.0,46.0,65.26651649999985
2013-04-01 19:45:00,2580.90671875,5512.1357,-2931.22898125,2950,0,185000,15000,737,,12693.0,94.0,213149.77450747683,12599.0,40.0,37.0,18.771018750000167
2013-04-01 20:00:00,2235.684621,5436.3086,-3200.6239790000004,3300,0,265000,40000,689,,12720.0,90.0,323721.53494602477,12630.0,61.0,53.0,99.37602099999958
2013-04-01 20:15:00,1959.127796,5419.295,-3460.1672040000003,3500,0,225000,20000,619,,12802.0,89.0,258591.9134931829,12713.0,49.0,45.0,39.83279599999969
2013-04-01 20:30:00,1682.570971,5377.6475,-3695.076529,3750,0,250000,25000,633,,12782.0,89.0,290574.99215563224,12693.0,55.0,50.0,54.92347100000006
2013-04-01 20:45:00,1406.014146,5355.79,-3949.775854,3950,0,235000,15000,445,,12975.0,89.0,260320.0371057514,12886.0,50.0,47.0,0.22414600000001883
2013-04-01 21:00:00,1129.457321,5318.2563,-4188.798979,4250,0,250000,15000,529,,12888.0,88.0,277721.1545942582,12800.0,53.0,50.0,61.201020999999855
2013-04-01 21:15:00,970.30291625,5273.5845,-4303.28158375,4400,0,270000,20000,473,,12939.0,85.0,302532.52788104094,12854.0,58.0,54.0,96.71841624999979
2013-04-01 21:30:00,811.1485115,5193.4814,-4382.332888499999,4400,0,245000,10000,550,,12869.0,85.0,267615.8940397351,12784.0,51.0,49.0,17.66711150000083
2013-04-01 21:45:00,651.99410675,5174.049,-4522.05489325,4600,0,255000,10000,494,,12923.0,84.0,276881.0114799876,12839.0,53.0,51.0,77.94510675000038
2013-04-01 22:00:00,492.839702,5158.8936,-4666.053898,4750,0,250000,5000,442,,12977.0,84.0,265362.3300370828,12893.0,51.0,50.0,83.94610199999988
2013-04-01 22:15:00,431.25034975,5076.2695,-4645.01915025,4650,0,270000,15000,317,,13096.0,84.0,293744.73945979035,13012.0,57.0,54.0,4.980849749999834
2013-04-01 22:30:00,369.6609975,5004.205,-4634.5440025,4700,0,260000,10000,317,,13099.0,82.0,278241.9095708056,13017.0,54.0,52.0,65.4559975000002
2013-04-01 22:45:00,308.07164525,4942.2607,-4634.18905475,4650,0,245000,5000,262,,13158.0,83.0,256571.42857142858,13075.0,50.0,49.0,15.810945250000259
2013-04-01 23:00:00,246.482293,4877.7627,-4631.280407,4650,0,245000,5000,321,,13099.0,86.0,257789.17553395085,13013.0,50.0,49.0,18.719592999999804
2013-04-01 23:15:00,246.17755625,4824.529,-4578.351443750001,4650,0,245000,5000,217,,13203.0,85.0,255733.59659781287,13118.0,50.0,49.0,71.64855624999927
2013-04-01 23:30:00,245.8728195,4758.4717,-4512.5988805,4550,0,240000,5000,229,,13192.0,86.0,250866.59064994298,13106.0,49.0,48.0,37.40111950000028
2013-04-01 23:45:00,245.56808275,4692.5522,-4446.98411725,4450,0,285000,25000,327,,13081.0,81.0,319683.05006890214,13000.0,62.0,57.0,3.015882749999946
2013-04-02 00:00:00,245.263346,4621.065,-4375.801654,4400,0,220000,0,0,,13426.0,81.0,221330.94331167376,13345.0,44.0,44.0,24.19834600000013
2013-04-02 00:15:00,290.95909625,4546.5317,-4255.57260375,4300,0,215000,0,0,,13427.0,82.0,216316.8509112638,13345.0,43.0,43.0,44.42739625000013
2013-04-02 00:30:00,336.65484649999996,4489.367,-4152.712153500001,4200,0,210000,0,0,,13428.0,82.0,211286.226471467,13346.0,42.0,42.0,47.28784649999943
2013-04-02 00:45:00,382.35059675,4465.9707,-4083.62010325,4100,0,205000,0,0,,13429.0,82.0,206255.60203167016,13347.0,41.0,41.0,16.37989675000017
2013-04-02 01:00:00,428.046347,4404.728,-3976.681653,4000,0,200000,0,47,,13383.0,82.0,201933.88801439173,13301.0,40.0,40.0,23.318346999999903
2013-04-02 01:15:00,557.6844475,4340.437,-3782.7525525,3850,0,205000,5000,53,,13375.0,81.0,212110.07798440315,13294.0,42.0,41.0,67.24744749999991
2013-04-02 01:30:00,687.322548,4348.1133,-3660.790752,3700,0,185000,0,63,,13370.0,81.0,186999.0995047276,13289.0,37.0,37.0,39.209248000000116
2013-04-02 01:45:00,816.9606485,4302.8022,-3485.8415515,3500,0,200000,10000,50,,13378.0,79.0,212030.5824151113,13299.0,42.0,40.0,14.15844849999985
2013-04-02 02:00:00,946.598749,4230.7295,-3284.1307510000006,3300,0,165000,0,34,,13403.0,79.0,166395.89728232386,13324.0,33.0,33.0,15.8692489999994
2013-04-02 02:15:00,1176.158054,4239.7827,-3063.624646,3100,0,155000,0,19,,13420.0,79.0,156135.95572838766,13341.0,31.0,31.0,36.37535399999979
2013-04-02 02:30:00,1405.717359,4184.3516,-2778.6342409999997,2850,0,155000,5000,41,,13397.0,79.0,161438.20224719102,13318.0,32.0,31.0,71.36575900000025
2013-04-02 02:45:00,1635.2766640000002,4197.6377,-2562.361036,2600,0,130000,0,27,,13417.0,79.0,131031.12840466927,13338.0,26.0,26.0,37.638964000000215
2013-04-02 03:00:00,1864.835969,4158.292,-2293.4560310000006,2300,0,115000,0,10,,13437.0,80.0,115773.54260089686,13357.0,23.0,23.0,6.543968999999379
2013-04-02 03:15:00,2114.092429,4124.354,-2010.2615710000005,2100,0,105000,0,16,,13433.0,80.0,105753.70121130551,13353.0,21.0,21.0,89.73842899999954
2013-04-02 03:30:00,2363.348889,4134.215,-1770.8661110000005,1800,0,90000,0,25,,13427.0,80.0,90707.0707070707,13347.0,18.0,18.0,29.1338889999995
2013-04-02 03:45:00,2612.605349,4117.9805,-1505.3751509999995,1600,0,80000,0,22,,13432.0,80.0,80610.41292639138,13352.0,16.0,16.0,94.6248490000005
2013-04-02 04:00:00,2861.861809,4097.703,-1235.8411910000004,1300,0,65000,0,67,,13390.0,80.0,65717.18081513172,13310.0,13.0,13.0,64.15880899999956
2013-04-02 04:15:00,3006.33581475,4101.506,-1095.1701852500005,1150,0,70000,5000,48,,13407.0,79.0,75713.85745334633,13328.0,15.0,14.0,54.829814749999514
2013-04-02 04:30:00,3150.8098205,4095.46,-944.6501795,950,0,85000,15000,98,,13352.0,78.0,101323.9055212878,13274.0,20.0,17.0,5.349820499999964
2013-04-02 04:45:00,3295.28382625,4119.2666,-823.98277375,850,0,55000,5000,104,,13354.0,78.0,60821.7940999398,13276.0,12.0,11.0,26.01722625000002
2013-04-02 05:00:00,3439.757832,4112.2793,-672.5214680000004,700,0,35000,0,127,,13336.0,78.0,35540.897097625326,13258.0,7.0,7.0,27.478531999999632
2013-04-02 05:15:00,3510.5425495,4147.9404,-637.3978505000005,650,0,45000,5000,225,,13235.0,77.0,51146.71931956257,13158.0,10.0,9.0,12.602149499999541
2013-04-02 05:30:00,3581.327267,4178.9956,-597.6683330000001,600,0,55000,10000,343,,13114.0,75.0,67081.67330677291,13039.0,13.0,11.0,2.331666999999925
2013-04-02 05:45:00,3652.1119845,4197.3496,-545.2376154999993,550,0,65000,15000,321,,13133.0,76.0,82429.43471276677,13057.0,16.0,13.0,4.762384500000735
2013-04-02 06:00:00,3722.896702,4227.3984,-504.501698,550,0,40000,5000,529,,12932.0,76.0,47116.206762534006,12856.0,9.0,8.0,45.498302000000024
2013-04-02 06:15:00,3748.54952175,4284.6113,-536.0617782499994,550,0,65000,15000,485,,12969.0,74.0,83463.71311284951,12895.0,16.0,13.0,13.938221750000594
2013-04-02 06:30:00,3774.2023415,4336.994,-562.7916584999998,600,0,55000,10000,797,,12660.0,74.0,69493.6106040162,12586.0,13.0,11.0,37.20834150000019
2013-04-02 06:45:00,3799.85516125,4345.9585,-546.1033387499997,600,0,80000,20000,881,,12569.0,73.0,107622.24352828378,12496.0,20.0,16.0,53.89666125000031
2013-04-02 07:00:00,3825.507981,4377.328,-551.8200190000002,600,0,105000,30000,1340,,12103.0,75.0,150846.12194110328,12028.0,27.0,21.0,48.17998099999977
2013-04-02 07:15:00,3724.7775985,4437.4385,-712.6609014999999,750,0,125000,35000,1389,,12049.0,72.0,179465.40094928804,11977.0,32.0,25.0,37.33909850000009
2013-04-02 07:30:00,3624.047216,4498.34,-874.2927840000002,900,0,170000,50000,1782,,11644.0,66.0,254981.93082085697,11578.0,44.0,34.0,25.70721599999979
2013-04-02 07:45:00,3523.3168334999996,4557.652,-1034.3351665000005,1050,0,115000,25000,1817,,11625.0,67.0,162765.40652511653,11558.0,28.0,23.0,15.664833499999531
2013-04-02 08:00:00,3422.5864509999997,4579.2715,-1156.6850490000002,1200,0,135000,30000,1916,,11521.0,66.0,193467.09610027855,11455.0,33.0,27.0,43.31495099999984
2013-04-02 08:15:00,3650.02627475,4636.621,-986.59472525,1000,0,100000,20000,1681,,11765.0,69.0,137918.08873720135,11696.0,24.0,20.0,13.40527474999999
2013-04-02 08:30:00,3877.466098500001,4708.799,-831.3329014999995,850,0,105000,25000,1620,,11824.0,69.0,148637.63687293098,11755.0,26.0,21.0,18.66709850000052
2013-04-02 08:45:00,4104.90592225,4690.9497,-586.0437777500001,650,0,195000,65000,1331,,12087.0,60.0,289941.2202996937,12027.0,52.0,39.0,63.95622224999988
2013-04-02 09:00:00,4332.345746,4735.8047,-403.4589539999997,450,0,85000,25000,1246,,12202.0,65.0,121860.35035775969,12137.0,22.0,17.0,46.54104600000028
2013-04-02 09:15:00,4602.029653,4781.5156,-179.48594700000012,200,0,110000,40000,1074,,12366.0,60.0,163788.91050583657,12306.0,30.0,22.0,20.514052999999876
2013-04-02 09:30:00,4871.71356,4800.3994,71.3141599999999,-50,0,10000,5000,1064,,12403.0,65.0,16372.255084677092,12338.0,3.0,2.0,21.3141599999999
2013-04-02 09:45:00,5141.397467,4820.863,320.5344669999995,-250,0,75000,35000,936,,12512.0,61.0,118792.59199871724,12451.0,22.0,15.0,70.5344669999995
2013-04-02 10:00:00,5411.081373999999,4856.0566,555.0247739999995,-550,0,35000,25000,1166,,12292.0,60.0,66007.8405749755,12232.0,12.0,7.0,5.024773999999525
2013-04-02 10:15:00,5599.388298000001,4870.743,728.6452980000004,-650,0,30000,25000,881,,12578.0,59.0,59126.09736632082,12519.0,11.0,6.0,78.64529800000037
2013-04-02 10:30:00,5787.695222,4897.294,890.4012220000004,-750,0,0,15000,893,0.0,12574.0,441.0,16648.813447593937,12133.0,3.0,,140.40122200000042
2013-04-02 10:45:00,5976.002146,4910.0513,1065.9508459999995,-1000,5000,0,15000,841,1.0,12625.0,425.0,22074.72959685349,12200.0,4.0,,65.9508459999995
2013-04-02 11:00:00,6164.30907,4919.3843,1244.9247700000003,-1200,0,15000,30000,1088,,12373.0,57.0,49180.52738336714,12316.0,9.0,3.0,44.92477000000031
2013-04-02 11:15:00,6058.163412500001,4928.642,1129.5214125000011,-1100,0,20000,30000,920,,12540.0,55.0,53901.560624249694,12485.0,10.0,4.0,29.521412500001134
2013-04-02 11:30:00,5952.017755000001,4941.2837,1010.7340550000008,-1000,0,75000,50000,979,,12466.0,49.0,135327.92155601995,12417.0,25.0,15.0,10.734055000000808
2013-04-02 11:45:00,5845.872097500001,4924.7236,921.1484975000004,-900,0,5000,20000,987,,12478.0,52.0,27089.53422894377,12426.0,5.0,1.0,21.148497500000417
2013-04-02 12:00:00,5739.72644,4930.181,809.5454400000008,-750,0,25000,25000,1102,,12358.0,49.0,54671.645425765084,12309.0,10.0,5.0,59.54544000000078
2013-04-02 12:15:00,5347.786330250001,4908.808,438.9783302500009,-400,0,55000,30000,943,,12510.0,51.0,91772.20262904777,12459.0,17.0,11.0,38.97833025000091
2013-04-02 12:30:00,4955.8462205,4924.294,31.55222049999975,50,0,65000,25000,983,,12469.0,56.0,97522.32322419758,12413.0,18.0,13.0,81.55222049999975
2013-04-02 12:45:00,4563.90611075,4894.7593,-330.85318924999956,350,0,30000,5000,905,,12558.0,58.0,37694.890861117776,12500.0,7.0,6.0,19.14681075000044
2013-04-02 13:00:00,4171.966001,4904.091,-732.1249990000006,750,0,75000,15000,952,,12500.0,59.0,97303.15434625572,12441.0,18.0,15.0,17.87500099999943
2013-04-02 13:15:00,4143.018093000001,4861.4766,-718.4585069999994,800,0,65000,10000,993,,12462.0,65.0,81393.00676764421,12397.0,15.0,13.0,81.54149300000063
2013-04-02 13:30:00,4114.0701850000005,4880.6084,-766.5382149999996,800,0,190000,60000,1121,,12299.0,57.0,273958.67230719165,12242.0,50.0,38.0,33.46178500000042
2013-04-02 13:45:00,4085.122277,4836.3413,-751.2190230000001,800,0,90000,25000,1028,,12419.0,60.0,125104.99111613633,12359.0,23.0,18.0,48.78097699999989
2013-04-02 14:00:00,4056.174369,4808.071,-751.8966310000001,850,0,130000,35000,1315,,12122.0,61.0,183772.94526211344,12061.0,33.0,26.0,98.10336899999993
2013-04-02 14:15:00,4119.2124890000005,4812.1724,-692.9599109999999,700,0,110000,30000,1224,,12218.0,59.0,154738.65594485926,12159.0,28.0,22.0,7.04008900000008
2013-04-02 14:30:00,4182.250609000001,4819.916,-637.6653909999995,700,0,85000,20000,1491,,11958.0,61.0,118673.43514012417,11897.0,21.0,17.0,62.334609000000455
2013-04-02 14:45:00,4245.288729,4774.55,-529.2612710000003,600,0,80000,20000,1552,,11898.0,66.0,113651.70435369558,11832.0,20.0,16.0,70.7387289999997
2013-04-02 15:00:00,4308.326849,4737.953,-429.6261510000004,450,0,210000,75000,2061,,11352.0,68.0,338501.89577638655,11284.0,57.0,42.0,20.37384899999961
2013-04-02 15:15:00,4695.362529,4777.4844,-82.12187100000028,150,0,70000,25000,1716,,11735.0,75.0,109568.45620344208,11660.0,19.0,14.0,67.87812899999972
2013-04-02 15:30:00,5082.398209000001,4773.5337,308.8645090000009,-300,0,135000,65000,1826,,11604.0,76.0,232883.81742738586,11528.0,40.0,27.0,8.864509000000908
2013-04-02 15:45:00,5469.433889000001,4783.9355,685.4983890000012,-600,0,45000,30000,1400,,12055.0,84.0,84285.83347238445,11971.0,15.0,9.0,85.49838900000123
2013-04-02 16:00:00,5856.469569,4751.8076,1104.6619689999998,-1100,0,70000,55000,1691,,11754.0,89.0,144033.36184773312,11665.0,25.0,14.0,4.661968999999772
2013-04-02 16:15:00,6082.059137,4764.2744,1317.784737,-1300,0,110000,70000,1589,,11845.0,88.0,205596.54032052914,11757.0,36.0,22.0,17.78473699999995
